ticker,sbi_link,name,abstract,market,expense_ratio,factsheet_link,issuer,nisa_invest_flag
HYZD,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=HYZD,ウィズダムツリー 米国ハイイールド社債ファンド（金利ヘッジ型）,バンクオブアメリカ・メリルリンチ・ユーエス・ハイ・イールド・コンストレインド・ゼロ・デュレーション・インデックス（0-5年）の価格およびイールドのパフォーマンス（手数料および費用控除前）に連動する投資成果を目指す。,NASDAQ,0.43%,https://www.wisdomtree.com/-/media/us-media-files/documents/resource-library/fund-fact-sheets/fixed-income/wisdomtree-hyzd-1647.pdf,ウィズダムツリー・アセット・マネジメント,
IAU,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=IAU,iシェアーズ ゴールド・トラスト,金地金価格の日々の変動におおむね対応することを目標としています。当トラストの目標は、常に当該時点でトラストが保有する金の価格からトラストの費用および負債を控除した値を反映させることです。,NYSE Arca,0.25%,http://jp.ishares.com/documents/ja/factsheet-ja/us/iau-ishares-gold-trust.pdf,iシェアーズ・デラウェア・トラスト・スポンサー・エルエルシー,〇
IBB,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=IBB,iシェアーズ バイオテクノロジー ETF,"一般にNYSE
バイオテクノロジー指数によって代表されるバイオテクノロジーおよび医薬関連銘柄の価格、および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。",NASDAQ,0.45%,https://www.ishares.com/us/literature/fact-sheet/ibb-ishares-biotechnology-etf-fund-fact-sheet-en-us.pdf,ブラックロック･ファンド・アドバイザーズ,〇
ICLN,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=ICLN,iシェアーズ グローバル・クリーンエネルギー ETF,"iシェアーズ S&P グローバル・クリーンエネルギー・インデックス・ファンドは、S&P
グローバル・クリーンエネルギー指数の価格および利回りの実績と同等水準の投資成果（報酬および経費控除前）を目指しています。",NASDAQ,0.40%,https://www.ishares.com/us/literature/fact-sheet/icln-ishares-global-clean-energy-etf-fund-fact-sheet-en-us.pdf,ブラックロック･ファンド・アドバイザーズ,〇
IDHQ,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=IDHQ,インベスコ S&P世界先進国クオリティ ETF,QSG先進国オポチュニティーズ指数に連動する投資成績を目標としている海外ETFです。従来のETFと異なるインテリジェントETFであり、高いパフォーマンスを目指しています。,NYSE Arca,0.29%,https://www.invesco.com/us-rest/contentdetail?contentId=35f8e01e98630410VgnVCM10000046f1bf0aRCRD&dnsName=us,インベスコ・パワーシェアーズ・キャピタル・マネジメント LLC,〇
IDX,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=IDX,ヴァンエック ベクトル インドネシア インデックス ETF,インドネシアETFは、ヴァンエック・べクトル・インドネシア・インデックスの価格と利回り（手数料や経費控除前）にできるだけ連動する運用実績を目指します。このインデックスは、インドネシアに本社があり主にインドネシアで上場されているか、売上高の50%以上をインドネシア国内の売上高が占めている上場企業へのエクスポージャーを提供します。したがって、当ファンドには同国への投資リスクが伴います。,NYSE Arca,0.57%,https://www.vaneck.com/us/en/investments/indonesia-index-etf-idx-fact-sheet.pdf,ヴァン・エック・グローバル,〇
IEF,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=IEF,iシェアーズ 米国国債 7-10年 ETF,"バークレイズ
米国国債（7-10年）インデックスに連動する。同インデックスは満期まで7年以上10年未満の残存期間を有し、かつ2億5,000万米ドル以上の発行済額面残高を有する、投資適格以上に格付けされた米ドル建ての米国財務省証券での実績を測定する。",NASDAQ,0.15%,http://jp.ishares.com/documents/ja/factsheet-ja/us/ief-ishares-barclays-7-10-year-treasury-bond-fund.pdf,ブラックロック･ファンド・アドバイザーズ,
IEMG,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=IEMG,iシェアーズ・コア MSCI エマージング・マーケット ETF,MSCIエマージング・マーケットIMIインデックスによって測定される価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。,NYSE Arca,0.09%,http://jp.ishares.com/documents/ja/factsheet-ja/us/iemg-ishares-core-msci-emerging-markets-etf.pdf,ブラックロック･ファンド・アドバイザーズ,〇
IEV,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=IEV,iシェアーズ ヨーロッパ ETF,"スタンダード&プアーズ ヨーロッパ350
インデックスによって表され、10以上の市場セクターをカバーして地理的／経済的多様性を提供する350の株式銘柄の株価および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。",NYSE Arca,0.67%,http://jp.ishares.com/documents/ja/factsheet-ja/us/iev-ishares-sp-europe-350-index-fund.pdf,ブラックロック･ファンド・アドバイザーズ,〇
IFGL,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=IFGL,iシェアーズ 先進国（除く米国）不動産 ETF,"FTSE EPRA Nareit
先進国（除く米国）不動産インデックスの価格および利回り実績と同等水準の投資性か（報酬および経費控除前）を目指します。このインデックスはカナダ、欧州およびアジアの不動産市場の不動産保有、売買および開発に携わる企業のパフォーマンスを測る指標です。",NASDAQ,0.48%,http://jp.ishares.com/documents/ja/factsheet-ja/us/ifgl-ishares-ftse-epranareit-developed-real-estate-ex-us-index-fund.pdf,ブラックロック･ファンド・アドバイザーズ,〇
IGF,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=IGF,iシェアーズ グローバル・インフラ ETF,"iシェアーズ S&P グローバル・インフラストラクチャー・インデックス・ファンドは、S&P
グローバル・インフラストラクチャー指数の価格および利回りの実績と同等水準の投資成果（報酬および経費控除前）を目指しています。",NASDAQ,0.41%,http://jp.ishares.com/documents/ja/factsheet-ja/us/igf-ishares-sp-global-infrastructure-index-fund.pdf,ブラックロック･ファンド・アドバイザーズ,〇
IGIB,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=IGIB,iシェアーズ 米ドル建て社債 5-10年ETF,"ブルームバーグ・バークレイズ
米国クレジット(1-10年)インデックスに連動する。同インデックスは残存期間が1〜10年で発行残高（額面ベース）2億5000万ドル超の米ドル建て投資適格債券を組み入れている。",NASDAQ,0.04%,https://www.ishares.com/us/literature/fact-sheet/igib-ishares-5-10-year-investment-grade-corporate-bond-etf-fund-fact-sheet-en-us.pdf,ブラックロック･ファンド・アドバイザーズ,
IGOV,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=IGOV,iシェアーズ 世界国債（除く米国）ETF,S&Pシティグループ・インターナショナル・トレジャリー・ボンド・インデックス（除く米国）の価格及び利回りの実績に概ね対応する投資成果（手数料及び経費控除前）をあげることを目標としています。,NASDAQ,0.35%,http://jp.ishares.com/documents/ja/factsheet-ja/us/igov-ishares-spcitigroup-international-treasury-bond-fund.pdf,ブラックロック･ファンド・アドバイザーズ,〇
IGSB,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=IGSB,iシェアーズ 米ドル建て社債1-5年ETF,"iシェアーズ短期社債ETF（iShares Short-Term Corporate Bond
ETF）は、米国籍のETF（上場投資信託）。米ドル建てで投資適格かつ残存期間1-3年の、社債、ソブリン債、国際 機関債、地方債、および非米国政府機関債で構成されるインデックス、具体的には、ICE
バンクオブアメリカ・メリルリンチ1-5年米国社債インデックスに連動する投資成果を目 指す。",NASDAQ,0.04%,https://www.ishares.com/us/literature/fact-sheet/igsb-ishares-1-5-year-investment-grade-corporate-bond-etf-fund-fact-sheet-en-us.pdf,ブラックロック･ファンド・アドバイザーズ,
IHY,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=IHY,ヴァンエック ベクトル　国際ハイイールド債ETF,BofA Merrill Lynchグローバル・ハイイールド・コンストレインド・インデックス（米国を除く)に連動する運用実績を目指します。,NYSE Arca,0.40%,https://www.vaneck.com/us/en/investments/international-high-yield-bond-etf-ihy-fact-sheet.pdf,ヴァン・エック・グローバル,
IJH,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=IJH,iシェアーズ・コア S&P 中型株 ETF,"スタンダード・アンド・プアーズMidCap
400インデックスによって代表される米国の中型株の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。",NYSE Arca,0.05%,http://jp.ishares.com/documents/ja/factsheet-ja/us/ijh-ishares-sp-midcap-400-index-fund.pdf,ブラックロック･ファンド・アドバイザーズ,〇
IJR,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=IJR,iシェアーズ・コア S&P 小型株 ETF,"スタンダード･アンド･プアーズSmallCap 600
インデックスによって代表される米国の小型株の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。",NYSE Arca,0.06%,http://jp.ishares.com/documents/ja/factsheet-ja/us/ijr-ishares-sp-smallcap-600-index-fund.pdf,ブラックロック･ファンド・アドバイザーズ,〇
ILF,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=ILF,iシェアーズ ラテンアメリカ 40 ETF,"スタンダード&プアーズ
ラテンアメリカ40インデックスによって表されるメキシコおよび南米の企業の株価および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。",NYSE Arca,0.48%,http://jp.ishares.com/documents/ja/factsheet-ja/us/ilf-ishares-sp-latin-america-40-index-fund.pdf,ブラックロック･ファンド・アドバイザーズ,〇
INDL,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=INDL,Direxion デイリー MSCI インド株 ブル2倍 ETF,インダス インディア指数の200%のパフォーマンスに連動した成果を目指す。,NYSE Arca,1.17%,http://search.sbisec.co.jp/v3/ex/etf_INDL_160510.pdf,Direxion Investments,
INKM,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=INKM,SPDR SSGA インカム アロケーション ETF,配当および利回りを重視し、株式、米国債券、社債、転換社債、優先証券、グローバルREITなど様々な資産へ投資する。,NYSE Arca,0.50%,https://www.ssga.com/library-content/products/factsheets/etfs/us/factsheet-us-en-inkm.pdf,SSGA ファンズ・マネジメント・インク,〇
IOO,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=IOO,iシェアーズ グローバル 100 ETF,スタンダード・アンド・プアーズ・グローバル100インデックスによって代表される世界の大型株の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。当インデックスはスタンダード・アンド・プアーズ・グローバル1200インデックスのサブセット指数です。,NYSE Arca,0.40%,http://jp.ishares.com/documents/ja/factsheet-ja/us/ioo-ishares-sp-global-100-index-fund.pdf,ブラックロック･ファンド・アドバイザーズ,〇
IVOG,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=IVOG,バンガード S&Pミッドキャップ400グロースETF,米国株式市場の、多種多様な産業を代表する中型株式400銘柄のうち、グロース株をカバーする、S&Pミッドキャップ400グロース指数に連動したパフォーマンスを目指します。,NYSE Arca,0.15%,https://institutional.vanguard.com/iippdf/pdfs/FS3343R.pdf,バンガード グループ,〇
IVOO,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=IVOO,バンガード S&Pミッドキャップ400 ETF,米国株式市場の、多種多様な産業を代表する中型株式400銘柄で構成される、S&Pミッドキャップ400指数に連動したパフォーマンスを目指します。,NYSE Arca,0.10%,https://institutional.vanguard.com/iippdf/pdfs/FS3342R.pdf,バンガード グループ,〇
IVOV,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=IVOV,バンガード S&Pミッドキャップ400バリューETF,米国株式市場の、多種多様な産業を代表する中型株式400銘柄のうち、バリュー株をカバーする、S&Pミッドキャップ400バリュー指数に連動したパフォーマンスを目指します。,NYSE Arca,0.15%,https://advisors.vanguard.com/iippdf/pdfs/FS3344R.pdf,バンガード グループ,〇
IVV,https://www.sbisec.co.jp/ETGate/?OutSide=on&_ControlID=WPLETsmR001Control&_DataStoreID=DSWPLETsmR001Control&sw_page=Foreign&sw_param1=US&sw_param2=PRICE&sw_param3=US_NASDAQ&sw_param4=IVV,iシェアーズ・コア S&P 500 ETF,スタンダード・アンド・プアーズ500インデックスによって代表される米国の大型株の価格および利回り実績と同等水準の投資成果（報酬および経費控除前）を目指しています。,NYSE Arca,0.03%,http://jp.ishares.com/documents/ja/factsheet-ja/us/ivv-ishares-sp-500-index-fund.pdf,ブラックロック･ファンド・アドバイザーズ,〇
